,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Segment
59,0.040214477211796246,0.014354066985645932,0.002880166528898986,4,4,3,11,Loyal Customers
60,0.2546916890080429,0.00956937799043062,0.002867747095512081,2,3,3,8,Needs Attention
61,0.0,0.03349282296650718,0.00663551054327812,5,5,4,14,Champions
62,0.4343163538873995,0.004784688995215311,0.006284518797990136,2,2,4,8,Recent Customers
63,0.2064343163538874,0.0,0.0027736734564089665,2,1,3,6,Recent Customers
64,0.5201072386058981,0.0,0.0020796483958481693,1,1,3,5,Recent Customers
65,0.05630026809651474,0.00956937799043062,0.0029471172675019615,4,3,3,10,Loyal Customers
66,0.06702412868632708,0.03827751196172249,0.028395035909649622,4,5,5,14,Champions
67,0.021447721179624665,0.014354066985645932,0.013384437636279192,5,4,5,14,Champions
68,0.1126005361930295,0.0,0.0009150410116099575,3,1,2,6,Recent Customers
69,0.09383378016085792,0.06698564593301436,0.02315242905916154,3,5,5,13,Champions
70,0.1126005361930295,0.019138755980861243,0.018055714862942628,3,4,5,12,Champions
71,0.0,0.028708133971291867,0.04773584093589424,5,5,5,15,Champions
72,0.225201072386059,0.004784688995215311,0.002876954606471338,2,2,3,7,Recent Customers
73,0.21179624664879357,0.004784688995215311,0.027943332552241382,2,2,5,9,Potential Loyalist
74,0.26541554959785524,0.0,0.0018165562609968194,2,1,3,6,Recent Customers
75,0.002680965147453083,0.08133971291866028,0.017670605363867626,5,5,5,15,Champions
76,0.034852546916890076,0.004784688995215311,0.010373974120898615,4,2,5,11,Loyal Customers
77,0.9812332439678284,0.0,0.000619365708131467,1,1,1,3,Recent Customers
78,0.005361930294906166,0.0,0.0006140481921123607,5,1,1,7,Needs Attention
79,0.05361930294906166,0.019138755980861243,0.017863499149661382,4,4,5,13,Champions
80,0.05630026809651474,0.0,0.0004760782798313898,4,1,1,6,Recent Customers
81,0.15281501340482573,0.0,0.0035770466316176934,3,1,4,8,Recent Customers
82,0.6487935656836461,0.0,0.001700498797277803,1,1,2,4,Recent Customers
83,0.11528150134048257,0.0,0.0016039983723404657,3,1,2,6,Recent Customers
84,0.05630026809651474,0.014354066985645932,0.014515355523054073,4,4,5,13,Champions
85,0.4155495978552279,0.004784688995215311,0.0007061946777588861,2,2,1,5,Recent Customers
86,0.026809651474530828,0.019138755980861243,0.03224598814829174,5,4,5,14,Champions
87,0.04289544235924933,0.004784688995215311,0.0015366193774138041,4,2,2,8,Recent Customers
88,0.35656836461126007,0.0,0.002523464699295183,2,1,3,6,Recent Customers
89,0.14745308310991956,0.0,0.012591949309297495,3,1,5,9,Potential Loyalist
90,0.19302949061662197,0.02392344497607655,0.008803736622075429,2,4,5,11,Loyal Customers
91,0.11528150134048257,0.00956937799043062,0.011352504132495082,3,3,5,11,Loyal Customers
92,0.1742627345844504,0.028708133971291867,0.008433901598545242,3,5,5,13,Champions
93,0.18766756032171583,0.004784688995215311,0.0033810836755041877,3,2,4,9,Potential Loyalist
94,0.24932975871313673,0.004784688995215311,0.0029509715744151393,2,2,3,7,Recent Customers
95,0.04825737265415549,0.004784688995215311,0.004245412000784279,4,2,4,10,Loyal Customers
96,0.13941018766756033,0.014354066985645932,0.004799254491391726,3,4,4,11,Loyal Customers
97,0.02412868632707775,0.03349282296650718,0.004325567309367586,5,5,4,14,Champions
98,0.04289544235924933,0.004784688995215311,0.0026487296739734567,4,2,3,9,Potential Loyalist
99,0.5013404825737265,0.004784688995215311,0.002603584319851515,1,2,3,6,Recent Customers
100,0.002680965147453083,0.13875598086124402,0.0707481231131294,5,5,5,15,Champions
101,0.08310991957104558,0.028708133971291867,0.0234545638955223,4,5,5,14,Champions
102,0.07506702412868632,0.019138755980861243,0.014055907863792504,4,4,5,13,Champions
103,0.04289544235924933,0.08133971291866028,0.02632273924735807,4,5,5,14,Champions
104,0.14209115281501342,0.0,0.002581600495235613,3,1,3,7,Recent Customers
105,0.040214477211796246,0.04784688995215311,0.024326458082520853,4,5,5,14,Champions
106,0.058981233243967826,0.02392344497607655,0.04717864377075125,4,4,5,13,Champions
107,0.00804289544235925,0.0,0.002430318948893389,5,1,3,9,Potential Loyalist
108,0.026809651474530828,0.0,0.0018814727820622842,5,1,3,9,Potential Loyalist
109,0.07238605898123324,0.014354066985645932,0.011711489995825214,4,4,5,13,Champions
110,0.058981233243967826,0.0430622009569378,0.0199721619114393,4,5,5,14,Champions
111,0.04289544235924933,0.03349282296650718,0.008868403326952075,4,5,5,14,Champions
112,0.08579088471849866,0.02392344497607655,0.01620850258677526,4,4,5,13,Champions
113,0.02412868632707775,0.00956937799043062,0.004634661310988251,5,3,4,12,Champions
114,0.8981233243967829,0.0,0.0011952990874357374,1,1,2,4,Recent Customers
115,0.010723860589812333,0.0430622009569378,0.019335523198252488,5,5,5,15,Champions
116,0.10187667560321716,0.0,0.0016430767618768505,3,1,2,6,Recent Customers
117,0.16621983914209115,0.004784688995215311,0.0009393445579791613,3,2,2,7,Recent Customers
118,0.44235924932975873,0.004784688995215311,0.0015479324819645203,2,2,2,6,Recent Customers
119,0.040214477211796246,0.028708133971291867,0.0044470850412136045,4,5,4,13,Champions
120,0.21715817694369974,0.0,0.0037226180936440977,2,1,4,7,Recent Customers
121,0.05361930294906166,0.00956937799043062,0.001440725648935023,4,3,2,9,Potential Loyalist
122,0.058981233243967826,0.04784688995215311,0.015195319500987165,4,5,5,14,Champions
123,0.900804289544236,0.0,0.0077421248836837975,1,1,5,7,Recent Customers
124,0.2546916890080429,0.019138755980861243,0.013289757300717521,2,4,5,11,Loyal Customers
125,0.045576407506702415,0.004784688995215311,0.001720341340275273,4,2,2,8,Recent Customers
126,0.6219839142091153,0.0,0.00026230699825792464,1,1,1,3,Recent Customers
127,0.35656836461126007,0.00956937799043062,0.004656609447577178,2,3,4,9,Potential Loyalist
128,0.06702412868632708,0.004784688995215311,0.0014213470502882127,4,2,2,8,Recent Customers
129,0.7587131367292226,0.0,0.0006298936760887579,1,1,1,3,Recent Customers
130,0.38069705093833783,0.004784688995215311,0.003506598466371279,2,2,4,8,Recent Customers
131,0.1742627345844504,0.004784688995215311,0.0004926018363202903,3,2,1,6,Recent Customers
132,0.3002680965147453,0.0,0.0021851422035829206,2,1,3,6,Recent Customers
133,0.7131367292225201,0.0,0.003631899129076527,1,1,4,6,Recent Customers
134,0.9436997319034852,0.0,0.0013693495949872881,1,1,2,4,Recent Customers
135,0.2064343163538874,0.004784688995215311,0.0046824832671332325,2,2,4,8,Recent Customers
136,0.07238605898123324,0.019138755980861243,0.008932142143127403,4,4,5,13,Champions
137,0.0,0.019138755980861243,0.00734063458022779,5,4,4,13,Champions
138,0.16890080428954424,0.0,0.001216390711377293,3,1,2,6,Recent Customers
139,0.20911528150134048,0.019138755980861243,0.009401154193617967,2,4,5,11,Loyal Customers
140,0.38069705093833783,0.0,0.002140139601568874,2,1,3,6,Recent Customers
141,0.10187667560321716,0.004784688995215311,0.0006877796558403705,3,2,1,6,Recent Customers
142,0.04825737265415549,0.04784688995215311,0.006387336003701847,4,5,4,13,Champions
143,0.021447721179624665,0.03349282296650718,0.016008649635721604,5,5,5,15,Champions
144,0.0,0.00956937799043062,0.004698899759541212,5,3,4,12,Champions
145,0.21715817694369974,0.00956937799043062,0.0012444771886057266,2,3,2,7,Promising Customers
146,0.021447721179624665,0.02392344497607655,0.006900208639343294,5,5,4,14,Champions
147,0.1581769436997319,0.014354066985645932,0.0059323493478120135,3,4,4,11,Loyal Customers
148,0.03753351206434316,0.0,0.0004468854737667663,4,1,1,6,Recent Customers
149,0.0777479892761394,0.0,0.0012484742476267998,4,1,2,7,Recent Customers
150,0.3485254691689008,0.0,0.0038870685219396786,2,1,4,7,Recent Customers
151,0.24396782841823056,0.004784688995215311,0.002556511812272984,2,2,3,7,Recent Customers
152,0.1126005361930295,0.00956937799043062,0.04497344489600902,3,3,5,11,Loyal Customers
153,0.07506702412868632,0.0,0.0012988657417139003,4,1,2,7,Recent Customers
154,0.05630026809651474,0.014354066985645932,0.0198723424999934,4,4,5,13,Champions
155,0.05093833780160858,0.07655502392344497,0.047822812657629554,4,5,5,14,Champions
156,0.0777479892761394,0.00956937799043062,0.0035016378306219112,4,3,4,11,Loyal Customers
157,0.09383378016085792,0.0,0.0013300927653160342,3,1,2,6,Recent Customers
158,0.19839142091152814,0.004784688995215311,0.0035701945304387104,2,2,4,8,Recent Customers
159,0.12332439678284182,0.004784688995215311,0.004145164333014687,3,2,4,9,Potential Loyalist
160,0.5281501340482574,0.004784688995215311,0.0007415972005169624,1,2,1,4,Recent Customers
161,0.44235924932975873,0.0,0.00033975001679121663,2,1,1,4,Recent Customers
162,0.20911528150134048,0.0,0.0034432879065196386,2,1,4,7,Recent Customers
163,0.9571045576407506,0.0,0.0005995588531609706,1,1,1,3,Recent Customers
164,0.10187667560321716,0.004784688995215311,0.001562493196969858,3,2,2,7,Recent Customers
165,0.01876675603217158,0.0430622009569378,0.013177018823507075,5,5,5,15,Champions
166,0.13136729222520108,0.004784688995215311,0.002154521876439343,3,2,3,8,Recent Customers
167,0.040214477211796246,0.019138755980861243,0.042793370392256384,4,4,5,13,Champions
168,0.01876675603217158,0.0,0.0009634339761865215,5,1,2,8,Needs Attention
169,0.8310991957104558,0.004784688995215311,0.0020046321631491002,1,2,3,6,Recent Customers
170,0.010723860589812333,0.00956937799043062,0.007615860644250256,5,3,5,13,Champions
171,0.8096514745308311,0.0,0.0008524085242708204,1,1,1,3,Recent Customers
172,0.01876675603217158,0.028708133971291867,0.013496283912815292,5,5,5,15,Champions
173,0.6970509383378016,0.0,0.0016305859524359968,1,1,2,4,Recent Customers
174,0.7721179624664879,0.0,0.0005207596896026716,1,1,1,3,Recent Customers
175,0.22788203753351208,0.0,0.0012549694685360434,2,1,2,5,Recent Customers
176,0.058981233243967826,0.0430622009569378,0.03355131342288792,4,5,5,14,Champions
177,0.002680965147453083,0.14832535885167464,0.014720204797884068,5,5,5,15,Champions
178,0.10455764075067024,0.004784688995215311,0.0018543855695891188,3,2,3,8,Recent Customers
179,0.021447721179624665,0.004784688995215311,0.003641677648467367,5,2,4,11,Potential Loyalist
180,0.6058981233243967,0.0,0.0005729355850384657,1,1,1,3,Recent Customers
181,0.8445040214477212,0.0,0.000779604949244131,1,1,1,3,Recent Customers
182,0.09383378016085792,0.019138755980861243,0.004695937653302381,3,4,4,11,Loyal Customers
183,0.09115281501340483,0.00956937799043062,0.002347558414340991,3,3,3,9,Potential Loyalist
184,0.05361930294906166,0.004784688995215311,0.00997305482587419,4,2,5,11,Loyal Customers
185,0.2064343163538874,0.0,0.0015717720839830637,2,1,2,5,Recent Customers
186,0.6595174262734584,0.0,0.0014835512813036636,1,1,2,4,Recent Customers
187,0.10455764075067024,0.0,0.0007055879813003304,3,1,1,5,Recent Customers
188,0.6380697050938338,0.004784688995215311,0.0018249429473356782,1,2,3,6,Recent Customers
189,0.005361930294906166,0.06698564593301436,0.025985808584697786,5,5,5,15,Champions
190,0.00804289544235925,0.03827751196172249,0.008344396026894782,5,5,5,15,Champions
191,0.6246648793565683,0.004784688995215311,0.0072807143829386675,1,2,4,7,Recent Customers
192,0.04289544235924933,0.0,0.0007028400032233426,4,1,1,6,Recent Customers
193,0.01876675603217158,0.0,0.0005139075884236891,5,1,1,7,Needs Attention
194,0.10187667560321716,0.0,0.0007669356996684081,3,1,1,5,Recent Customers
195,0.07506702412868632,0.004784688995215311,0.0023078733283460502,4,2,3,9,Potential Loyalist
196,0.5630026809651475,0.004784688995215311,0.03520359769572402,1,2,5,8,Recent Customers
197,0.8471849865951743,0.0,0.0016161323015115804,1,1,2,4,Recent Customers
198,0.24396782841823056,0.004784688995215311,0.001561708060376433,2,2,2,6,Recent Customers
199,0.289544235924933,0.00956937799043062,0.0014921164077773916,2,3,2,7,Promising Customers
200,0.09919571045576407,0.0430622009569378,0.01191344854047033,3,5,5,13,Champions
201,0.13404825737265416,0.004784688995215311,0.0022064836437132936,3,2,3,8,Recent Customers
202,0.04825737265415549,0.014354066985645932,0.013601492216334252,4,4,5,13,Champions
203,0.02412868632707775,0.03349282296650718,0.010788776058415874,5,5,5,15,Champions
204,0.07506702412868632,0.028708133971291867,0.003685074289267589,4,5,4,13,Champions
205,0.07506702412868632,0.0430622009569378,0.009275460962616005,4,5,5,14,Champions
206,0.5067024128686327,0.019138755980861243,0.0020594132845539867,1,4,3,8,Needs Attention
207,0.1554959785522788,0.0,0.0005464550690238561,3,1,1,5,Recent Customers
208,0.05630026809651474,0.0,0.0026380589539082705,4,1,3,8,Recent Customers
209,0.20911528150134048,0.004784688995215311,0.000907118269621759,2,2,2,6,Recent Customers
210,0.1581769436997319,0.0,0.005636959548549313,3,1,4,8,Recent Customers
211,0.2064343163538874,0.00956937799043062,0.004021505319550236,2,3,4,9,Potential Loyalist
212,0.058981233243967826,0.019138755980861243,0.007492844015271335,4,4,5,13,Champions
213,0.13672922252010725,0.0,0.004258723634845532,3,1,4,8,Recent Customers
214,0.19571045576407506,0.0,0.0025125798510681535,2,1,3,6,Recent Customers
215,0.15013404825737264,0.019138755980861243,0.011935432365086231,3,4,5,12,Champions
216,0.7426273458445041,0.0,0.001126314131295252,1,1,2,4,Recent Customers
217,0.002680965147453083,0.014354066985645932,0.008176805052225502,5,4,5,14,Champions
218,0.2520107238605898,0.004784688995215311,0.0025456269640459542,2,2,3,7,Recent Customers
219,0.07506702412868632,0.0,0.001268816423001904,4,1,2,7,Recent Customers
220,0.05630026809651474,0.0,0.0006327844062736411,4,1,1,6,Recent Customers
221,0.040214477211796246,0.03827751196172249,0.012994867133832456,4,5,5,14,Champions
222,0.03753351206434316,0.00956937799043062,0.00478009002090676,4,3,4,11,Loyal Customers
223,0.002680965147453083,0.09090909090909091,0.04885573122233419,5,5,5,15,Champions
224,0.6193029490616622,0.0,0.0006427413657993501,1,1,1,3,Recent Customers
225,0.7372654155495979,0.0,0.0010888417029726912,1,1,2,4,Recent Customers
226,0.28150134048257375,0.004784688995215311,0.002288066473375554,2,2,3,7,Recent Customers
227,0.5656836461126006,0.004784688995215311,0.009578024055300454,1,2,5,8,Recent Customers
228,0.058981233243967826,0.03827751196172249,0.023627186881994895,4,5,5,14,Champions
229,0.026809651474530828,0.028708133971291867,0.01598298994432739,5,5,5,15,Champions
230,0.00804289544235925,0.00956937799043062,0.0028067205693867677,5,3,3,11,Potential Loyalist
231,0.02412868632707775,0.004784688995215311,0.004535519972054847,5,2,4,11,Potential Loyalist
232,0.15013404825737264,0.0,0.0022858181276762006,3,1,3,7,Recent Customers
233,0.1554959785522788,0.014354066985645932,0.007722817661090935,3,4,5,12,Champions
234,0.2386058981233244,0.004784688995215311,0.006028350140371717,2,2,4,8,Recent Customers
235,0.1769436997319035,0.03349282296650718,0.021490972963393147,3,5,5,13,Champions
236,0.08579088471849866,0.0,0.0023971290838076926,4,1,3,8,Recent Customers
237,0.6380697050938338,0.0,0.0017347949911996894,1,1,2,4,Recent Customers
238,0.06166219839142091,0.00956937799043062,0.004191844272296505,4,3,4,11,Loyal Customers
239,0.30563002680965146,0.0,0.0006634404214441931,2,1,1,4,Recent Customers
240,0.064343163538874,0.00956937799043062,0.0036161250211540776,4,3,4,11,Loyal Customers
241,0.34048257372654156,0.02392344497607655,0.011936360253787552,2,5,5,12,Champions
242,0.34584450402144773,0.0,0.001705566497108092,2,1,2,5,Recent Customers
243,0.08847184986595175,0.014354066985645932,0.0063352671723469756,3,4,4,11,Loyal Customers
244,0.010723860589812333,0.004784688995215311,0.004807070169299004,5,2,4,11,Potential Loyalist
245,0.05630026809651474,0.05263157894736842,0.013286010057885265,4,5,5,14,Champions
246,0.4128686327077748,0.0,0.0011350576979038494,2,1,2,5,Recent Customers
247,0.28418230563002683,0.00956937799043062,0.0022251841698476,2,3,3,8,Needs Attention
248,0.005361930294906166,0.0,0.0011221743201662833,5,1,2,8,Needs Attention
249,0.8954423592493298,0.0,0.0004068435075020872,1,1,1,3,Recent Customers
250,0.8847184986595175,0.0,0.0032832271055418436,1,1,3,5,Recent Customers
251,0.3967828418230563,0.004784688995215311,0.007886518640820064,2,2,5,9,Potential Loyalist
252,0.026809651474530828,0.019138755980861243,0.0021483478477728637,5,4,3,12,Champions
253,0.04289544235924933,0.019138755980861243,0.014457826423572198,4,4,5,13,Champions
254,0.026809651474530828,0.014354066985645932,0.005864185216291927,5,4,4,13,Champions
255,0.04825737265415549,0.0,0.0024483770905421656,4,1,3,8,Recent Customers
256,0.0777479892761394,0.0,0.00032718783129641544,4,1,1,6,Recent Customers
257,0.026809651474530828,0.0,0.0008747135411294874,5,1,1,7,Needs Attention
258,0.0,0.04784688995215311,0.013739105248345485,5,5,5,15,Champions
259,0.01876675603217158,0.03827751196172249,0.017422466512318328,5,5,5,15,Champions
260,0.868632707774799,0.0,0.00022483456993536397,1,1,1,3,Recent Customers
261,0.15281501340482573,0.0,0.0022131216167304325,3,1,3,7,Recent Customers
262,0.029490616621983913,0.014354066985645932,0.013586967189355889,5,4,5,14,Champions
263,0.40214477211796246,0.00956937799043062,0.009792901665710107,2,3,5,10,Loyal Customers
264,0.02412868632707775,0.019138755980861243,0.010692311321505513,5,4,5,14,Champions
265,0.8820375335120644,0.0,0.0008061925293396622,1,1,1,3,Recent Customers
266,0.010723860589812333,0.004784688995215311,0.002178825422808546,5,2,3,10,Potential Loyalist
267,0.10187667560321716,0.014354066985645932,0.0070326825954702896,3,4,4,11,Loyal Customers
268,0.064343163538874,0.02392344497607655,0.004751468223273719,4,5,4,13,Champions
269,0.10991957104557641,0.05263157894736842,0.06291249559877407,3,5,5,13,Champions
270,0.1554959785522788,0.014354066985645932,0.003972148778245378,3,4,4,11,Loyal Customers
271,0.0,0.014354066985645932,0.003079198655332244,5,4,3,12,Champions
272,0.03753351206434316,0.10047846889952153,0.04920500994232743,4,5,5,14,Champions
273,0.00804289544235925,0.14354066985645933,0.04385423268208156,5,5,5,15,Champions
274,0.00804289544235925,0.06698564593301436,0.030251205880587433,5,5,5,15,Champions
275,0.01876675603217158,0.028708133971291867,0.008149824903833258,5,5,5,15,Champions
276,0.07238605898123324,0.02392344497607655,0.010217767626833999,4,5,5,14,Champions
277,0.9946380697050938,0.0,0.0003181230724450531,1,1,1,3,Recent Customers
278,0.30294906166219837,0.0,0.017393666274550416,2,1,5,8,Recent Customers
279,0.06702412868632708,0.004784688995215311,0.004452473933286657,4,2,4,10,Loyal Customers
280,0.5495978552278821,0.0,0.0013882999373104118,1,1,2,4,Recent Customers
281,0.07238605898123324,0.02392344497607655,0.0036965658339531745,4,5,4,13,Champions
282,0.3378016085790885,0.014354066985645932,0.0030545739167202757,2,4,3,9,Potential Loyalist
283,0.18498659517426275,0.004784688995215311,0.0031036806418363173,3,2,3,8,Recent Customers
284,0.016085790884718495,0.014354066985645932,0.0020774000501488153,5,4,3,12,Champions
285,0.07506702412868632,0.00956937799043062,0.0034174497749905586,4,3,4,11,Loyal Customers
286,0.01876675603217158,0.014354066985645932,0.01762984963706347,5,4,5,14,Champions
287,0.21179624664879357,0.004784688995215311,0.0028468695997323685,2,2,3,7,Recent Customers
288,0.05093833780160858,0.0,0.0007815677907276939,4,1,1,6,Recent Customers
289,0.18766756032171583,0.0,0.0010119340048440073,3,1,2,6,Recent Customers
290,0.016085790884718495,0.03349282296650718,0.008353996106150754,5,5,5,15,Champions
291,0.03753351206434316,0.03827751196172249,0.024511571878434304,4,5,5,14,Champions
292,0.7801608579088471,0.0,0.0021534869236571005,1,1,3,5,Recent Customers
293,0.0777479892761394,0.0430622009569378,0.009681840525767432,4,5,5,14,Champions
294,0.03753351206434316,0.06698564593301436,0.03474771883915984,4,5,5,14,Champions
295,0.257372654155496,0.00956937799043062,0.0041006256753513,2,3,4,9,Potential Loyalist
296,0.07506702412868632,0.05741626794258373,0.015688920602062725,4,5,5,14,Champions
297,0.0,0.0,0.0030283075288675093,5,1,3,9,Potential Loyalist
298,0.021447721179624665,0.019138755980861243,0.016804992269616476,5,4,5,14,Champions
299,0.28150134048257375,0.0,0.0012628565224972682,2,1,2,5,Recent Customers
300,0.00804289544235925,0.004784688995215311,0.003759697953669946,5,2,4,11,Potential Loyalist
301,0.40214477211796246,0.004784688995215311,0.003679364204951771,2,2,4,8,Recent Customers
302,0.18766756032171583,0.0,0.0008502672426523883,3,1,1,5,Recent Customers
303,0.010723860589812333,0.004784688995215311,0.0023016992996795715,5,2,3,10,Potential Loyalist
304,0.005361930294906166,0.11483253588516747,0.020633853619561774,5,5,5,15,Champions
305,0.08310991957104558,0.02392344497607655,0.009479203908609814,4,5,5,14,Champions
306,0.225201072386059,0.014354066985645932,0.0035603446349939233,2,4,4,10,Loyal Customers
307,0.00804289544235925,0.019138755980861243,0.0025876317717941962,5,4,3,12,Champions
308,0.010723860589812333,0.014354066985645932,0.0036808987901116473,5,4,4,13,Champions
309,0.9919571045576407,0.0,0.0015267337939420431,1,1,2,4,Recent Customers
310,0.07238605898123324,0.028708133971291867,0.009311363117751716,4,5,5,14,Champions
311,0.026809651474530828,0.028708133971291867,0.014206332897487354,5,5,5,15,Champions
312,0.18766756032171583,0.014354066985645932,0.002984696759905444,3,4,3,10,Loyal Customers
313,0.30294906166219837,0.0,0.0016167033099431624,2,1,2,5,Recent Customers
314,0.06166219839142091,0.05263157894736842,0.06743577457757688,4,5,5,14,Champions
315,0.47989276139410186,0.0,0.0008431653252845889,1,1,1,3,Recent Customers
316,0.6246648793565683,0.0,0.0013702417956616348,1,1,2,4,Recent Customers
317,0.9436997319034852,0.0,0.00039399581779149496,1,1,1,3,Recent Customers
318,0.8418230563002681,0.004784688995215311,0.0027821315188017726,1,2,3,6,Recent Customers
319,0.8900804289544236,0.0,0.0008350998311884947,1,1,1,3,Recent Customers
320,0.9946380697050938,0.0,0.0005544134990390284,1,1,1,3,Recent Customers
321,0.2064343163538874,0.004784688995215311,0.0036153398845606526,2,2,4,8,Recent Customers
322,0.16890080428954424,0.0,0.0015260200334025658,3,1,2,6,Recent Customers
323,0.35656836461126007,0.004784688995215311,0.0019501008579330306,2,2,3,7,Recent Customers
324,0.13672922252010725,0.028708133971291867,0.07594158755047446,3,5,5,13,Champions
325,0.002680965147453083,0.04784688995215311,0.014974731806261693,5,5,5,15,Champions
326,0.0,0.9999999999999999,0.12033906337915225,5,5,5,15,Champions
327,0.00804289544235925,0.019138755980861243,0.014599543578685426,5,4,5,14,Champions
328,0.34316353887399464,0.0,0.000984561288155051,2,1,2,5,Recent Customers
329,0.21447721179624665,0.0,0.015584176242894423,2,1,5,8,Recent Customers
330,0.058981233243967826,0.02392344497607655,0.07647726483535221,4,5,5,14,Champions
